cep_ini,cep_fim,cidade,uf,prazo,peso5,peso10,peso20,peso40,peso60,peso100,excedente_kg,gris_min,gris_pct,tas,pedagio_fixo,pedagio_fracao_kg
38108000,38109999,DELTA,MG,6,56.42,70.52,90.53,110.73,131.11,156.47,1.91,1.74,0.001,11.63,8.89,100
36690000,36699999,DESCOBERTO,MG,15,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,11.63,8.89,100
35492000,35494999,DESTERRO DE ENTRE RIOS,MG,14,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,11.63,8.89,100
36210000,36211999,DESTERRO DO MELO,MG,14,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,11.63,8.89,100
39100000,39119999,DIAMANTINA,MG,15,78.63,98.26,123.08,144.76,172.18,202.03,2.47,1.74,0.001,11.63,8.89,100
35437000,35437999,DIOGO DE VASCONCELOS,MG,15,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,11.63,8.89,100
35984000,35985999,DIONISIO,MG,16,78.63,98.26,123.08,144.76,172.18,202.03,2.47,1.74,0.001,11.63,8.89,100
36546000,36549999,DIVINESIA,MG,15,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,11.63,8.89,100
36820000,36827999,DIVINO,MG,7,78.63,98.26,123.08,144.76,172.18,202.03,2.47,1.74,0.001,11.63,8.89,100
35265000,35269999,DIVINO DAS LARANJEIRAS,MG,10,101.94,127.42,143.24,187.5,222.69,256.38,2.82,1.74,0.001,11.63,8.89,100
39735000,39739999,DIVINOLANDIA DE MINAS,MG,16,78.63,98.26,123.08,144.76,172.18,202.03,2.47,1.74,0.001,11.63,8.89,100
35500001,35516999,DIVINOPOLIS,MG,5,56.42,70.52,90.53,110.73,131.11,156.47,1.91,1.74,0.001,11.63,8.89,100
39995000,39997999,DIVISA ALEGRE,MG,16,124.7,155.89,174.95,228.51,271.5,313.43,3.46,1.74,0.001,11.63,8.89,100
37142000,37142999,DIVISA NOVA,MG,8,46.06,57.57,73.32,87.76,106.11,126.77,1.56,1.74,0.001,11.63,8.89,100
39912000,39914999,DIVISOPOLIS,MG,16,124.7,155.89,174.95,228.51,271.5,313.43,3.46,1.74,0.001,11.63,8.89,100
38654000,38657999,DOM BOSCO,MG,15,114.6,143.24,160.76,210,249.51,288.03,3.17,1.74,0.001,11.63,8.89,100
35148000,35149999,DOM CAVATI,MG,20,78.63,98.26,123.08,144.76,172.18,202.03,2.47,1.74,0.001,11.63,8.89,100
35865000,35874999,DOM JOAQUIM,MG,16,78.63,98.26,123.08,144.76,172.18,202.03,2.47,1.74,0.001,11.63,8.89,100
35440000,35440999,DOM SILVERIO,MG,15,78.63,98.26,123.08,144.76,172.18,202.03,2.47,1.74,0.001,11.63,8.89,100
37474000,37475999,DOM VICOSO,MG,14,56.42,70.52,90.53,110.73,131.11,156.47,1.91,1.74,0.001,11.63,8.89,100
36784000,36787999,DONA EUZEBIA,MG,9,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,11.63,8.89,100
36213000,36214999,DORES DE CAMPOS,MG,5,56.42,70.52,90.53,110.73,131.11,156.47,1.91,1.74,0.001,11.63,8.89,100
35894000,35899999,DORES DE GUANHAES,MG,16,78.63,98.26,123.08,144.76,172.18,202.03,2.47,1.74,0.001,11.63,8.89,100
35610000,35612999,DORES DO INDAIA,MG,15,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,11.63,8.89,100
36513000,36514999,DORES DO TURVO,MG,15,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,11.63,8.89,100
37926000,37926999,DORESOPOLIS,MG,16,78.63,98.26,123.08,144.76,172.18,202.03,2.47,1.74,0.001,11.63,8.89,100
38530000,38539999,DOURADOQUARA,MG,15,114.6,143.24,160.76,210,249.51,288.03,3.17,1.74,0.001,11.63,8.89,100
36974000,36975799,DURANDE,MG,16,78.63,98.26,123.08,144.76,172.18,202.03,2.47,1.74,0.001,11.63,8.89,100
37110000,37114999,ELOI MENDES,MG,4,56.42,70.52,90.53,110.73,131.11,156.47,1.91,1.74,0.001,11.63,8.89,100
35130000,35134999,ENGENHEIRO CALDAS,MG,20,78.63,98.26,123.08,144.76,172.18,202.03,2.47,1.74,0.001,11.63,8.89,100
39363000,39364999,ENGENHEIRO NAVARRO,MG,15,101.94,127.42,143.24,187.5,222.69,256.38,2.82,1.74,0.001,11.63,8.89,100
35324000,35324999,ENTRE FOLHAS,MG,13,78.63,98.26,123.08,144.76,172.18,202.03,2.47,1.74,0.001,11.63,8.89,100
35490000,35491999,ENTRE RIOS DE MINAS,MG,8,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,11.63,8.89,100
36555000,36559999,ERVALIA,MG,7,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,11.63,8.89,100
32800000,32824999,ESMERALDAS,MG,8,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,11.63,8.89,100
36830000,36831999,ESPERA FELIZ,MG,7,78.63,98.26,123.08,144.76,172.18,202.03,2.47,1.74,0.001,11.63,8.89,100
39510000,39515999,ESPINOSA,MG,15,114.6,143.24,160.76,210,249.51,288.03,3.17,1.74,0.001,11.63,8.89,100
37566000,37566999,ESPIRITO SANTO DO DOURADO,MG,16,46.06,57.57,73.32,87.76,106.11,126.77,1.56,1.74,0.001,11.63,8.89,100
37542000,37544999,ESTIVA,MG,6,46.06,57.57,73.32,87.76,106.11,126.77,1.56,1.74,0.001,11.63,8.89,100
36725000,36729999,ESTRELA DALVA,MG,15,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,11.63,8.89,100
35613000,35616999,ESTRELA DO INDAIA,MG,15,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,11.63,8.89,100
38525000,38529999,ESTRELA DO SUL,MG,8,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,11.63,8.89,100
36855000,36859999,EUGENOPOLIS,MG,7,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,11.63,8.89,100
36108000,36109999,EWBANK DA CAMARA,MG,7,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,11.63,8.89,100
37640000,37649999,EXTREMA,MG,4,37.91,47.4,58.89,73.32,91.67,108.4,1.33,1.74,0.001,11.63,8.89,100
37144000,37144999,FAMA,MG,4,46.06,57.57,73.32,87.76,106.11,126.77,1.56,1.74,0.001,11.63,8.89,100
36840000,36843999,FARIA LEMOS,MG,16,78.63,98.26,123.08,144.76,172.18,202.03,2.47,1.74,0.001,11.63,8.89,100
39180000,39184999,FELICIO DOS SANTOS,MG,15,101.94,127.42,143.24,187.5,222.69,256.38,2.82,1.74,0.001,11.63,8.89,100
39895000,39899999,FELISBURGO,MG,16,114.6,143.24,160.76,210,249.51,288.03,3.17,1.74,0.001,11.63,8.89,100
39237000,39239999,FELIXLANDIA,MG,8,78.63,98.26,123.08,144.76,172.18,202.03,2.47,1.74,0.001,11.63,8.89,100
35135000,35137999,FERNANDES TOURINHO,MG,13,78.63,98.26,123.08,144.76,172.18,202.03,2.47,1.74,0.001,11.63,8.89,100
35800000,35809999,FERROS,MG,16,78.63,98.26,123.08,144.76,172.18,202.03,2.47,1.74,0.001,11.63,8.89,100
36815000,36819999,FERVEDOURO,MG,16,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,11.63,8.89,100
35690000,35693999,FLORESTAL,MG,8,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,11.63,8.89,100
35570001,35579999,FORMIGA,MG,5,56.42,70.52,90.53,110.73,131.11,156.47,1.91,1.74,0.001,11.63,8.89,100
38690000,38699999,FORMOSO,MG,15,124.7,155.89,174.95,228.51,271.5,313.43,3.46,1.74,0.001,11.63,8.89,100
37905000,37909999,FORTALEZA DE MINAS,MG,8,56.42,70.52,90.53,110.73,131.11,156.47,1.91,1.74,0.001,11.63,8.89,100
35760000,35762999,FORTUNA DE MINAS,MG,9,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,11.63,8.89,100
39644000,39644999,FRANCISCO BADARO,MG,16,114.6,143.24,160.76,210,249.51,288.03,3.17,1.74,0.001,11.63,8.89,100
39387000,39389999,FRANCISCO DUMONT,MG,15,101.94,127.42,143.24,187.5,222.69,256.38,2.82,1.74,0.001,11.63,8.89,100
39580000,39589999,FRANCISCO SA,MG,15,101.94,127.42,143.24,187.5,222.69,256.38,2.82,1.74,0.001,11.63,8.89,100
39695000,39699999,FRANCISCOPOLIS,MG,16,101.94,127.42,143.24,187.5,222.69,256.38,2.82,1.74,0.001,11.63,8.89,100
39840000,39847999,FREI GASPAR,MG,16,101.94,127.42,143.24,187.5,222.69,256.38,2.82,1.74,0.001,11.63,8.89,100
35112000,35112999,FREI INOCENCIO,MG,13,101.94,127.42,143.24,187.5,222.69,256.38,2.82,1.74,0.001,11.63,8.89,100
39708000,39709999,FREI LAGONEGRO,MG,16,101.94,127.42,143.24,187.5,222.69,256.38,2.82,1.74,0.001,11.63,8.89,100
38230000,38239999,FRONTEIRA,MG,8,56.42,70.52,90.53,110.73,131.11,156.47,1.91,1.74,0.001,11.63,8.89,100
39870000,39872999,FRONTEIRA DOS VALES,MG,16,114.6,143.24,160.76,210,249.51,288.03,3.17,1.74,0.001,11.63,8.89,100
39558000,39559999,FRUTA DE LEITE,MG,15,114.6,143.24,160.76,210,249.51,288.03,3.17,1.74,0.001,11.63,8.89,100
38200001,38209999,FRUTAL,MG,4,56.42,70.52,90.53,110.73,131.11,156.47,1.91,1.74,0.001,11.63,8.89,100
35736000,35737999,FUNILANDIA,MG,16,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,11.63,8.89,100
35250000,35257999,GALILEIA,MG,13,101.94,127.42,143.24,187.5,222.69,256.38,2.82,1.74,0.001,11.63,8.89,100
39505000,39507999,GAMELEIRAS,MG,15,114.6,143.24,160.76,210,249.51,288.03,3.17,1.74,0.001,11.63,8.89,100
39592000,39593999,GLAUCILANDIA,MG,15,101.94,127.42,143.24,187.5,222.69,256.38,2.82,1.74,0.001,11.63,8.89,100
35248000,35248999,GOIABEIRA,MG,13,101.94,127.42,143.24,187.5,222.69,256.38,2.82,1.74,0.001,11.63,8.89,100
36152000,36154999,GOIANA,MG,7,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,11.63,8.89,100
37680000,37689999,GONCALVES,MG,15,46.06,57.57,73.32,87.76,106.11,126.77,1.56,1.74,0.001,11.63,8.89,100
39720000,39722999,GONZAGA,MG,16,78.63,98.26,123.08,144.76,172.18,202.03,2.47,1.74,0.001,11.63,8.89,100
39120000,39129999,GOUVEIA,MG,15,78.63,98.26,123.08,144.76,172.18,202.03,2.47,1.74,0.001,11.63,8.89,100
35000001,35109999,GOVERNADOR VALADARES,MG,5,78.63,98.26,123.08,144.76,172.18,202.03,2.47,1.74,0.001,11.63,8.89,100
39570000,39572999,GRAO MOGOL,MG,15,114.6,143.24,160.76,210,249.51,288.03,3.17,1.74,0.001,11.63,8.89,100
38470000,38474999,GRUPIARA,MG,15,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,11.63,8.89,100
39740000,39744999,GUANHAES,MG,10,101.94,127.42,143.24,187.5,222.69,256.38,2.82,1.74,0.001,11.63,8.89,100
37177000,37180999,GUAPE,MG,8,56.42,70.52,90.53,110.73,131.11,156.47,1.91,1.74,0.001,11.63,8.89,100
35436000,35436999,GUARACIABA,MG,15,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,11.63,8.89,100
39397000,39397999,GUARACIAMA,MG,15,101.94,127.42,143.24,187.5,222.69,256.38,2.82,1.74,0.001,11.63,8.89,100
37810000,37819999,GUARANESIA,MG,5,46.06,57.57,73.32,87.76,106.11,126.77,1.56,1.74,0.001,11.63,8.89,100
36160000,36164999,GUARANI,MG,9,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,11.63,8.89,100
36606000,36607999,GUARARA,MG,7,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,11.63,8.89,100
38570000,38599999,GUARDA-MOR,MG,15,114.6,143.24,160.76,210,249.51,288.03,3.17,1.74,0.001,11.63,8.89,100
37830000,37837999,GUAXUPE,MG,5,46.06,57.57,73.32,87.76,106.11,126.77,1.56,1.74,0.001,11.63,8.89,100
36515000,36519999,GUIDOVAL,MG,9,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,11.63,8.89,100
38730000,38734999,GUIMARANIA,MG,7,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,11.63,8.89,100
36525000,36529999,GUIRICEMA,MG,9,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,11.63,8.89,100
38310000,38319999,GURINHATA,MG,8,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,11.63,8.89,100
37484000,37484999,HELIODORA,MG,10,46.06,57.57,73.32,87.76,106.11,126.77,1.56,1.74,0.001,11.63,8.89,100
35190000,35192999,IAPU,MG,13,78.63,98.26,123.08,144.76,172.18,202.03,2.47,1.74,0.001,11.63,8.89,100
36225000,36226999,IBERTIOGA,MG,14,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,11.63,8.89,100
38950000,38959999,IBIA,MG,7,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,11.63,8.89,100
39350000,39354999,IBIAI,MG,16,101.94,127.42,143.24,187.5,222.69,256.38,2.82,1.74,0.001,11.63,8.89,100
39455000,39457999,IBIRACATU,MG,15,114.6,143.24,160.76,210,249.51,288.03,3.17,1.74,0.001,11.63,8.89,100
37990000,37992999,IBIRACI,MG,8,56.42,70.52,90.53,110.73,131.11,156.47,1.91,1.74,0.001,11.63,8.89,100
32400001,32449999,IBIRITE,MG,5,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,11.63,8.89,100
37790000,37794999,IBITIURA DE MINAS,MG,8,46.06,57.57,73.32,87.76,106.11,126.77,1.56,1.74,0.001,11.63,8.89,100
37223000,37224999,IBITURUNA,MG,14,56.42,70.52,90.53,110.73,131.11,156.47,1.91,1.74,0.001,11.63,8.89,100
39318000,39319999,ICARAI DE MINAS,MG,15,114.6,143.24,160.76,210,249.51,288.03,3.17,1.74,0.001,11.63,8.89,100
32510000,32519999,IGARAPE,MG,8,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,11.63,8.89,100
32900000,32919999,IGARAPE,MG,8,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,11.63,8.89,100
35695000,35699999,IGARATINGA,MG,5,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,11.63,8.89,100
38910000,38929999,IGUATAMA,MG,7,56.42,70.52,90.53,110.73,131.11,156.47,1.91,1.74,0.001,11.63,8.89,100
37218000,37219999,IJACI,MG,8,56.42,70.52,90.53,110.73,131.11,156.47,1.91,1.74,0.001,11.63,8.89,100
37175000,37176999,ILICINEA,MG,8,56.42,70.52,90.53,110.73,131.11,156.47,1.91,1.74,0.001,11.63,8.89,100
35323000,35323999,IMBE DE MINAS,MG,13,78.63,98.26,123.08,144.76,172.18,202.03,2.47,1.74,0.001,11.63,8.89,100
37576000,37577999,INCONFIDENTES,MG,4,46.06,57.57,73.32,87.76,106.11,126.77,1.56,1.74,0.001,11.63,8.89,100
39536000,39537999,INDAIABIRA,MG,15,114.6,143.24,160.76,210,249.51,288.03,3.17,1.74,0.001,11.63,8.89,100
38490000,38499999,INDIANOPOLIS,MG,9,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,11.63,8.89,100
37215000,37217999,INGAI,MG,14,56.42,70.52,90.53,110.73,131.11,156.47,1.91,1.74,0.001,11.63,8.89,100
35330000,35333999,INHAPIM,MG,20,78.63,98.26,123.08,144.76,172.18,202.03,2.47,1.74,0.001,11.63,8.89,100
35763000,35764999,INHAUMA,MG,9,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,11.63,8.89,100
39243000,39244999,INIMUTABA,MG,6,78.63,98.26,123.08,144.76,172.18,202.03,2.47,1.74,0.001,11.63,8.89,100
35198000,35198999,IPABA,MG,13,78.63,98.26,123.08,144.76,172.18,202.03,2.47,1.74,0.001,11.63,8.89,100
36950000,36952999,IPANEMA,MG,16,78.63,98.26,123.08,144.76,172.18,202.03,2.47,1.74,0.001,11.63,8.89,100
35150001,35169999,IPATINGA,MG,5,78.63,98.26,123.08,144.76,172.18,202.03,2.47,1.74,0.001,11.63,8.89,100
38350000,38359999,IPIACU,MG,15,114.6,143.24,160.76,210,249.51,288.03,3.17,1.74,0.001,11.63,8.89,100
37588000,37588999,IPUIUNA,MG,6,46.06,57.57,73.32,87.76,106.11,126.77,1.56,1.74,0.001,11.63,8.89,100
37825000,37829999,IPUIUNA,MG,6,46.06,57.57,73.32,87.76,106.11,126.77,1.56,1.74,0.001,11.63,8.89,100
38510000,38519999,IRAI DE MINAS,MG,7,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,11.63,8.89,100
35900001,35907999,ITABIRA,MG,6,78.63,98.26,123.08,144.76,172.18,202.03,2.47,1.74,0.001,11.63,8.89,100
35280000,35289999,ITABIRINHA,MG,10,101.94,127.42,143.24,187.5,222.69,256.38,2.82,1.74,0.001,11.63,8.89,100
35450001,35459999,ITABIRITO,MG,8,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,11.63,8.89,100
39594000,39594999,ITACAMBIRA,MG,15,101.94,127.42,143.24,187.5,222.69,256.38,2.82,1.74,0.001,11.63,8.89,100
39470000,39471999,ITACARAMBI,MG,15,114.6,143.24,160.76,210,249.51,288.03,3.17,1.74,0.001,11.63,8.89,100
35488000,35489999,ITAGUARA,MG,9,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,11.63,8.89,100
39815000,39815999,ITAIPE,MG,16,114.6,143.24,160.76,210,249.51,288.03,3.17,1.74,0.001,11.63,8.89,100
37500001,37507999,ITAJUBA,MG,4,46.06,57.57,73.32,87.76,106.11,126.77,1.56,1.74,0.001,11.63,8.89,100
39670000,39677999,ITAMARANDIBA,MG,16,101.94,127.42,143.24,187.5,222.69,256.38,2.82,1.74,0.001,11.63,8.89,100
36788000,36789999,ITAMARATI DE MINAS,MG,15,78.63,98.26,123.08,144.76,172.18,202.03,2.47,1.74,0.001,11.63,8.89,100
39830000,39834999,ITAMBACURI,MG,10,101.94,127.42,143.24,187.5,222.69,256.38,2.82,1.74,0.001,11.63,8.89,100
35820000,35829999,ITAMBE DO MATO DENTRO,MG,16,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,11.63,8.89,100
37973000,37974999,ITAMOGI,MG,6,46.06,57.57,73.32,87.76,106.11,126.77,1.56,1.74,0.001,11.63,8.89,100
37466000,37466999,ITAMONTE,MG,4,56.42,70.52,90.53,110.73,131.11,156.47,1.91,1.74,0.001,11.63,8.89,100
37464000,37464999,ITANHANDU,MG,4,56.42,70.52,90.53,110.73,131.11,156.47,1.91,1.74,0.001,11.63,8.89,100
35120000,35122999,ITANHOMI,MG,13,78.63,98.26,123.08,144.76,172.18,202.03,2.47,1.74,0.001,11.63,8.89,100
39625000,39627999,ITAOBIM,MG,16,114.6,143.24,160.76,210,249.51,288.03,3.17,1.74,0.001,11.63,8.89,100
38240000,38249999,ITAPAGIPE,MG,6,56.42,70.52,90.53,110.73,131.11,156.47,1.91,1.74,0.001,11.63,8.89,100
35550000,35554999,ITAPECERICA,MG,9,56.42,70.52,90.53,110.73,131.11,156.47,1.91,1.74,0.001,11.63,8.89,100
37655000,37659999,ITAPEVA,MG,4,46.06,57.57,73.32,87.76,106.11,126.77,1.56,1.74,0.001,11.63,8.89,100
35685000,35689999,ITATIAIUCU,MG,8,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,11.63,8.89,100
37975000,37979999,ITAU DE MINAS,MG,6,56.42,70.52,90.53,110.73,131.11,156.47,1.91,1.74,0.001,11.63,8.89,100
35680001,35684999,ITAUNA,MG,5,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,11.63,8.89,100
36440000,36449999,ITAVERAVA,MG,14,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,11.63,8.89,100
39610000,39614999,ITINGA,MG,16,114.6,143.24,160.76,210,249.51,288.03,3.17,1.74,0.001,11.63,8.89,100
35220000,35224999,ITUETA,MG,13,101.94,127.42,143.24,187.5,222.69,256.38,2.82,1.74,0.001,11.63,8.89,100
38300001,38309999,ITUIUTABA,MG,5,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,11.63,8.89,100
37210000,37214999,ITUMIRIM,MG,8,56.42,70.52,90.53,110.73,131.11,156.47,1.91,1.74,0.001,11.63,8.89,100
38280000,38287999,ITURAMA,MG,4,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,11.63,8.89,100
36390000,36399999,ITUTINGA,MG,8,56.42,70.52,90.53,110.73,131.11,156.47,1.91,1.74,0.001,11.63,8.89,100
35830000,35844999,JABOTICATUBAS,MG,10,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,11.63,8.89,100
39930000,39934999,JACINTO,MG,16,124.7,155.89,174.95,228.51,271.5,313.43,3.46,1.74,0.001,11.63,8.89,100
37965000,37967999,JACUI,MG,6,46.06,57.57,73.32,87.76,106.11,126.77,1.56,1.74,0.001,11.63,8.89,100
37590000,37595999,JACUTINGA,MG,6,46.06,57.57,73.32,87.76,106.11,126.77,1.56,1.74,0.001,11.63,8.89,100
35188000,35188999,JAGUARACU,MG,13,101.94,127.42,143.24,187.5,222.69,256.38,2.82,1.74,0.001,11.63,8.89,100
39508000,39509999,JAIBA,MG,15,114.6,143.24,160.76,210,249.51,288.03,3.17,1.74,0.001,11.63,8.89,100
39837000,39839999,JAMPRUCA,MG,13,101.94,127.42,143.24,187.5,222.69,256.38,2.82,1.74,0.001,11.63,8.89,100
39440001,39449999,JANAUBA,MG,5,101.94,127.42,143.24,187.5,222.69,256.38,2.82,1.74,0.001,11.63,8.89,100
39480000,39488999,JANUARIA,MG,5,114.6,143.24,160.76,210,249.51,288.03,3.17,1.74,0.001,11.63,8.89,100
35580000,35581999,JAPARAIBA,MG,16,78.63,98.26,123.08,144.76,172.18,202.03,2.47,1.74,0.001,11.63,8.89,100
39335000,39335999,JAPONVAR,MG,15,101.94,127.42,143.24,187.5,222.69,256.38,2.82,1.74,0.001,11.63,8.89,100
35497000,35499999,JECEABA,MG,8,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,11.63,8.89,100
39645000,39647999,JENIPAPO DE MINAS,MG,16,114.6,143.24,160.76,210,249.51,288.03,3.17,1.74,0.001,11.63,8.89,100
35390000,35399999,JEQUERI,MG,15,78.63,98.26,123.08,144.76,172.18,202.03,2.47,1.74,0.001,11.63,8.89,100
39370000,39372999,JEQUITAI,MG,16,101.94,127.42,143.24,187.5,222.69,256.38,2.82,1.74,0.001,11.63,8.89,100
35767000,35769999,JEQUITIBA,MG,16,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,11.63,8.89,100
39960000,39969999,JEQUITINHONHA,MG,16,114.6,143.24,160.76,210,249.51,288.03,3.17,1.74,0.001,11.63,8.89,100
37485000,37487999,JESUANIA,MG,6,56.42,70.52,90.53,110.73,131.11,156.47,1.91,1.74,0.001,11.63,8.89,100
39890000,39892999,JOAIMA,MG,16,114.6,143.24,160.76,210,249.51,288.03,3.17,1.74,0.001,11.63,8.89,100
35194000,35194999,JOANESIA,MG,13,101.94,127.42,143.24,187.5,222.69,256.38,2.82,1.74,0.001,11.63,8.89,100
35930001,35934999,JOAO MONLEVADE,MG,6,78.63,98.26,123.08,144.76,172.18,202.03,2.47,1.74,0.001,11.63,8.89,100
38770000,38778999,JOAO PINHEIRO,MG,7,78.63,98.26,123.08,144.76,172.18,202.03,2.47,1.74,0.001,11.63,8.89,100
39240000,39242999,JOAQUIM FELICIO,MG,15,78.63,98.26,123.08,144.76,172.18,202.03,2.47,1.74,0.001,11.63,8.89,100
39920000,39924999,JORDANIA,MG,16,124.7,155.89,174.95,228.51,271.5,313.43,3.46,1.74,0.001,11.63,8.89,100
39642000,39643999,JOSE GONCALVES DE MINAS,MG,16,114.6,143.24,160.76,210,249.51,288.03,3.17,1.74,0.001,11.63,8.89,100
39775000,39779999,JOSE RAYDAN,MG,16,101.94,127.42,143.24,187.5,222.69,256.38,2.82,1.74,0.001,11.63,8.89,100
39575000,39579999,JOSENOPOLIS,MG,15,114.6,143.24,160.76,210,249.51,288.03,3.17,1.74,0.001,11.63,8.89,100
35675000,35679999,JUATUBA,MG,8,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,11.63,8.89,100
36000001,36107999,JUIZ DE FORA,MG,5,56.42,70.52,90.53,110.73,131.11,156.47,1.91,1.74,0.001,11.63,8.89,100
39590000,39591999,JURAMENTO,MG,15,101.94,127.42,143.24,187.5,222.69,256.38,2.82,1.74,0.001,11.63,8.89,100
37805000,37809999,JURUAIA,MG,5,46.06,57.57,73.32,87.76,106.11,126.77,1.56,1.74,0.001,11.63,8.89,100
39467000,39469999,JUVENILIA,MG,15,124.7,155.89,174.95,228.51,271.5,313.43,3.46,1.74,0.001,11.63,8.89,100
39825000,39826999,LADAINHA,MG,16,114.6,143.24,160.76,210,249.51,288.03,3.17,1.74,0.001,11.63,8.89,100
38785000,38789999,LAGAMAR,MG,7,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,11.63,8.89,100
35590001,35594999,LAGOA DA PRATA,MG,6,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,11.63,8.89,100
39360000,39362999,LAGOA DOS PATOS,MG,16,101.94,127.42,143.24,187.5,222.69,256.38,2.82,1.74,0.001,11.63,8.89,100
36345000,36349999,LAGOA DOURADA,MG,9,56.42,70.52,90.53,110.73,131.11,156.47,1.91,1.74,0.001,11.63,8.89,100
38720000,38729999,LAGOA FORMOSA,MG,5,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,11.63,8.89,100
38755000,38759999,LAGOA GRANDE,MG,15,101.94,127.42,143.24,187.5,222.69,256.38,2.82,1.74,0.001,11.63,8.89,100
33230001,33249999,LAGOA SANTA,MG,5,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,11.63,8.89,100
36980000,36984999,LAJINHA,MG,16,78.63,98.26,123.08,144.76,172.18,202.03,2.47,1.74,0.001,11.63,8.89,100
37480000,37483999,LAMBARI,MG,6,56.42,70.52,90.53,110.73,131.11,156.47,1.91,1.74,0.001,11.63,8.89,100
36455000,36459999,LAMIM,MG,14,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,11.63,8.89,100
36760000,36769999,LARANJAL,MG,7,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,11.63,8.89,100
39250000,39259999,LASSANCE,MG,16,101.94,127.42,143.24,187.5,222.69,256.38,2.82,1.74,0.001,11.63,8.89,100
37200001,37209999,LAVRAS,MG,4,56.42,70.52,90.53,110.73,131.11,156.47,1.91,1.74,0.001,11.63,8.89,100
35657000,35659999,LEANDRO FERREIRA,MG,10,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,11.63,8.89,100
39655000,39659999,LEME DO PRADO,MG,16,101.94,127.42,143.24,187.5,222.69,256.38,2.82,1.74,0.001,11.63,8.89,100
36700001,36709999,LEOPOLDINA,MG,7,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,11.63,8.89,100
37350000,37359999,LIBERDADE,MG,14,56.42,70.52,90.53,110.73,131.11,156.47,1.91,1.74,0.001,11.63,8.89,100
