cep_ini,cep_fim,cidade,uf,prazo,peso5,peso10,peso20,peso40,peso60,peso100,excedente_kg,gris_min,gris_pct,tas,pedagio_fixo,pedagio_fracao_kg
68580000,68584999,ITUPIRANGA,PA,12,188.76,235.95,244.16,500.15,573,787.87,7.88,3.12,0.003,11.63,8.89,100
68195000,68197999,JACAREACANGA,PA,24,644.84,806.03,834.11,,,,14.68,3.12,0.003,11.63,8.89,100
68590000,68599999,JACUNDA,PA,12,188.76,235.95,244.16,500.15,573,787.87,7.88,3.12,0.003,11.63,8.89,100
68170000,68179999,JURUTI,PA,20,532.92,666.16,689.34,847.28,970.64,,12.14,3.12,0.003,11.63,8.89,100
68415000,68419999,LIMOEIRO DO AJURU,PA,18,351.47,439.38,581.54,558.2,639.21,778.7,7.79,3.12,0.003,11.63,8.89,100
68675000,68679999,MAE DO RIO,PA,11,150.63,188.29,194.77,398.72,456.59,611.85,6.11,3.12,0.003,11.63,8.89,100
68722000,68724999,MAGALHAES BARATA,PA,12,150.63,188.29,194.77,398.72,456.59,611.85,6.11,3.12,0.003,11.63,8.89,100
68500001,68514999,MARABA,PA,12,168.6,210.74,218.28,447.66,513.2,688.13,6.88,3.12,0.003,11.63,8.89,100
68710000,68718999,MARACANA,PA,12,150.63,188.29,194.77,398.72,456.59,611.85,6.11,3.12,0.003,11.63,8.89,100
68760000,68769999,MARAPANIM,PA,12,150.63,188.29,194.77,398.72,456.59,611.85,6.11,3.12,0.003,11.63,8.89,100
67200000,67349999,MARITUBA,PA,10,138.84,173.54,179.31,366.56,419.36,561.7,5.62,3.12,0.003,11.63,8.89,100
68145000,68147999,MEDICILANDIA,PA,15,207.64,259.54,268.58,550.18,630.3,866.65,8.67,3.12,0.003,11.63,8.89,100
68490000,68499999,MELGACO,PA,16,351.47,439.38,581.54,558.2,639.21,778.7,7.79,3.12,0.003,11.63,8.89,100
68420000,68429999,MOCAJUBA,PA,12,150.63,188.29,194.77,398.72,456.59,611.85,6.11,3.12,0.003,11.63,8.89,100
68450000,68454999,MOJU,PA,12,138.84,173.54,179.31,366.56,419.36,561.7,5.62,3.12,0.003,11.63,8.89,100
68129000,68129999,MOJUI DOS CAMPOS,PA,17,323.97,404.96,418.39,513.19,587.1,714.89,7.16,3.12,0.003,11.63,8.89,100
68220000,68229999,MONTE ALEGRE,PA,19,484.48,605.59,626.7,770.26,882.39,,11.03,3.12,0.003,11.63,8.89,100
68825000,68829999,MUANA,PA,16,323.97,404.96,418.39,513.19,587.1,714.89,7.16,3.12,0.003,11.63,8.89,100
68618000,68619999,NOVA ESPERANCA DO PIRIA,PA,14,150.63,188.29,194.77,398.72,456.59,611.85,6.11,3.12,0.003,11.63,8.89,100
68585000,68589999,NOVA IPIXUNA,PA,13,188.76,235.95,244.16,500.15,573,787.87,7.88,3.12,0.003,11.63,8.89,100
68730000,68733999,NOVA TIMBOTEUA,PA,13,138.84,173.54,179.31,366.56,419.36,561.7,5.62,3.12,0.003,11.63,8.89,100
68193000,68194999,NOVO PROGRESSO,PA,15,110.93,138.67,153.03,300.66,355.92,449.6,4.5,3.12,0.003,11.63,8.89,100
68473000,68474999,NOVO REPARTIMENTO,PA,15,188.76,235.95,244.16,500.15,573,787.87,7.88,3.12,0.003,11.63,8.89,100
68250000,68269999,OBIDOS,PA,19,532.92,666.16,689.34,847.28,970.64,,12.14,3.12,0.003,11.63,8.89,100
68470000,68472999,OEIRAS DO PARA,PA,16,484.48,605.59,626.7,770.26,882.39,,11.03,3.12,0.003,11.63,8.89,100
68270000,68279999,ORIXIMINA,PA,19,532.92,666.16,689.34,847.28,970.64,,12.14,3.12,0.003,11.63,8.89,100
68640000,68643999,OUREM,PA,12,150.63,188.29,194.77,398.72,456.59,611.85,6.11,3.12,0.003,11.63,8.89,100
68390000,68397999,OURILANDIA DO NORTE,PA,12,188.76,235.95,244.16,500.15,573,787.87,7.88,3.12,0.003,11.63,8.89,100
68485000,68487999,PACAJA,PA,14,188.76,235.95,244.16,500.15,573,787.87,7.88,3.12,0.003,11.63,8.89,100
68535000,68536999,PALESTINA DO PARA,PA,14,188.76,235.95,244.16,500.15,573,787.87,7.88,3.12,0.003,11.63,8.89,100
68625001,68631999,PARAGOMINAS,PA,11,150.63,188.29,194.77,398.72,456.59,611.85,6.11,3.12,0.003,11.63,8.89,100
68515000,68517999,PARAUAPEBAS,PA,13,188.76,235.95,244.16,500.15,573,787.87,7.88,3.12,0.003,11.63,8.89,100
68545000,68547999,PAU D'ARCO,PA,12,188.76,235.95,244.16,500.15,573,787.87,7.88,3.12,0.003,11.63,8.89,100
68734000,68737999,PEIXE-BOI,PA,13,150.63,188.29,194.77,398.72,456.59,611.85,6.11,3.12,0.003,11.63,8.89,100
68575000,68579999,PICARRA,PA,12,150.63,188.29,194.77,398.72,456.59,611.85,6.11,3.12,0.003,11.63,8.89,100
68138000,68139999,PLACAS,PA,22,207.64,259.54,268.58,550.18,630.3,866.65,8.67,3.12,0.003,11.63,8.89,100
68830000,68839999,PONTA DE PEDRAS,PA,16,323.97,404.96,418.39,513.19,587.1,714.89,7.16,3.12,0.003,11.63,8.89,100
68480000,68484999,PORTEL,PA,16,351.47,439.38,581.54,558.2,639.21,778.7,7.79,3.12,0.003,11.63,8.89,100
68330000,68349999,PORTO DE MOZ,PA,22,586.22,732.76,758.28,932.01,,,13.34,3.12,0.003,11.63,8.89,100
68130000,68137999,PRAINHA,PA,20,532.92,666.16,689.34,847.28,970.64,,12.14,3.12,0.003,11.63,8.89,100
68707000,68708999,PRIMAVERA,PA,13,150.63,188.29,194.77,398.72,456.59,611.85,6.11,3.12,0.003,11.63,8.89,100
68709000,68709999,QUATIPURU,PA,13,150.63,188.29,194.77,398.72,456.59,611.85,6.11,3.12,0.003,11.63,8.89,100
68549000,68554999,REDENCAO,PA,14,188.76,235.95,244.16,500.15,573,787.87,7.88,3.12,0.003,11.63,8.89,100
68530000,68532999,RIO MARIA,PA,12,188.76,235.95,244.16,500.15,573,787.87,7.88,3.12,0.003,11.63,8.89,100
68638000,68638999,RONDON DO PARA,PA,12,207.64,259.54,268.58,550.18,630.3,866.65,8.67,3.12,0.003,11.63,8.89,100
68165000,68169999,RUROPOLIS,PA,19,298.63,373.31,386.42,475.14,544.44,663.5,6.63,3.12,0.003,11.63,8.89,100
68721000,68721999,SALINOPOLIS,PA,12,150.63,188.29,194.77,398.72,456.59,611.85,6.11,3.12,0.003,11.63,8.89,100
68860000,68869999,SALVATERRA,PA,16,323.97,404.96,418.39,513.19,587.1,714.89,7.16,3.12,0.003,11.63,8.89,100
68798000,68799999,SANTA BARBARA DO PARA,PA,11,138.84,173.54,179.31,366.56,419.36,561.7,5.62,3.12,0.003,11.63,8.89,100
68850000,68859999,SANTA CRUZ DO ARARI,PA,18,323.97,404.96,418.39,513.19,587.1,714.89,7.16,3.12,0.003,11.63,8.89,100
67350000,67359999,SANTA ISABEL DO PARA,PA,11,138.84,173.54,179.31,366.56,419.36,561.7,5.62,3.12,0.003,11.63,8.89,100
68790000,68794999,SANTA ISABEL DO PARA,PA,11,138.84,173.54,179.31,366.56,419.36,561.7,5.62,3.12,0.003,11.63,8.89,100
68644000,68644999,SANTA LUZIA DO PARA,PA,13,150.63,188.29,194.77,398.72,456.59,611.85,6.11,3.12,0.003,11.63,8.89,100
68565000,68569999,SANTA MARIA DAS BARREIRAS,PA,15,207.64,259.54,268.58,550.18,630.3,866.65,8.67,3.12,0.003,11.63,8.89,100
68738000,68739999,SANTA MARIA DO PARA,PA,11,138.84,173.54,179.31,366.56,419.36,561.7,5.62,3.12,0.003,11.63,8.89,100
68560000,68564999,SANTANA DO ARAGUAIA,PA,17,207.64,259.54,268.58,550.18,630.3,866.65,8.67,3.12,0.003,11.63,8.89,100
68000001,68128999,SANTAREM,PA,19,323.97,404.96,418.39,513.19,587.1,714.89,7.16,3.12,0.003,11.63,8.89,100
68720000,68720999,SANTAREM NOVO,PA,13,150.63,188.29,194.77,398.72,456.59,611.85,6.11,3.12,0.003,11.63,8.89,100
68786000,68789999,SANTO ANTONIO DO TAUA,PA,12,138.84,173.54,179.31,366.56,419.36,561.7,5.62,3.12,0.003,11.63,8.89,100
68775000,68779999,SAO CAETANO DE ODIVELAS,PA,12,138.84,173.54,179.31,366.56,419.36,561.7,5.62,3.12,0.003,11.63,8.89,100
68520000,68520999,SAO DOMINGOS DO ARAGUAIA,PA,12,188.76,235.95,244.16,500.15,573,787.87,7.88,3.12,0.003,11.63,8.89,100
68635000,68636999,SAO DOMINGOS DO CAPIM,PA,12,138.84,173.54,179.31,366.56,419.36,561.7,5.62,3.12,0.003,11.63,8.89,100
68380000,68382999,SAO FELIX DO XINGU,PA,14,207.64,259.54,268.58,550.18,630.3,866.65,8.67,3.12,0.003,11.63,8.89,100
68748000,68749999,SAO FRANCISCO DO PARA,PA,12,138.84,173.54,179.31,366.56,419.36,561.7,5.62,3.12,0.003,11.63,8.89,100
68570000,68574999,SAO GERALDO DO ARAGUAIA,PA,12,188.76,235.95,244.16,500.15,573,787.87,7.88,3.12,0.003,11.63,8.89,100
68774000,68774999,SAO JOAO DA PONTA,PA,12,138.84,173.54,179.31,366.56,419.36,561.7,5.62,3.12,0.003,11.63,8.89,100
68719000,68719999,SAO JOAO DE PIRABAS,PA,13,150.63,188.29,194.77,398.72,456.59,611.85,6.11,3.12,0.003,11.63,8.89,100
68518000,68519999,SAO JOAO DO ARAGUAIA,PA,12,188.76,235.95,244.16,500.15,573,787.87,7.88,3.12,0.003,11.63,8.89,100
68660000,68664999,SAO MIGUEL DO GUAMA,PA,11,138.84,173.54,179.31,366.56,419.36,561.7,5.62,3.12,0.003,11.63,8.89,100
68820000,68824999,SAO SEBASTIAO DA BOA VISTA,PA,16,323.97,404.96,418.39,513.19,587.1,714.89,7.16,3.12,0.003,11.63,8.89,100
68548000,68548999,SAPUCAIA,PA,12,188.76,235.95,244.16,500.15,573,787.87,7.88,3.12,0.003,11.63,8.89,100
68360000,68364999,SENADOR JOSE PORFIRIO,PA,22,586.22,732.76,758.28,932.01,,,13.34,3.12,0.003,11.63,8.89,100
68870000,68879999,SOURE,PA,16,323.97,404.96,418.39,513.19,587.1,714.89,7.16,3.12,0.003,11.63,8.89,100
68695000,68699999,TAILANDIA,PA,14,188.76,235.95,244.16,500.15,573,787.87,7.88,3.12,0.003,11.63,8.89,100
68773000,68773999,TERRA ALTA,PA,12,138.84,173.54,179.31,366.56,419.36,561.7,5.62,3.12,0.003,11.63,8.89,100
68285000,68299999,TERRA SANTA,PA,21,532.92,666.16,689.34,847.28,970.64,,12.14,3.12,0.003,11.63,8.89,100
68680000,68684999,TOME-ACU,PA,12,150.63,188.29,194.77,398.72,456.59,611.85,6.11,3.12,0.003,11.63,8.89,100
68647000,68649999,TRACUATEUA,PA,13,150.63,188.29,194.77,398.72,456.59,611.85,6.11,3.12,0.003,11.63,8.89,100
68198000,68199999,TRAIRAO,PA,13,276.49,345.6,358.62,442.36,507.98,619.68,6.19,3.12,0.003,11.63,8.89,100
68385000,68387999,TUCUMA,PA,15,188.76,235.95,244.16,500.15,573,787.87,7.88,3.12,0.003,11.63,8.89,100
68455001,68464999,TUCURUI,PA,14,188.76,235.95,244.16,500.15,573,787.87,7.88,3.12,0.003,11.63,8.89,100
68632000,68632999,ULIANOPOLIS,PA,12,168.6,210.74,218.28,447.66,513.2,688.13,6.88,3.12,0.003,11.63,8.89,100
68140000,68142999,URUARA,PA,17,207.64,259.54,268.58,550.18,630.3,866.65,8.67,3.12,0.003,11.63,8.89,100
68780000,68784999,VIGIA,PA,12,138.84,173.54,179.31,366.56,419.36,561.7,5.62,3.12,0.003,11.63,8.89,100
68620000,68624999,VISEU,PA,14,168.6,210.74,218.28,447.66,513.2,688.13,6.88,3.12,0.003,11.63,8.89,100
68383000,68384999,VITORIA DO XINGU,PA,14,207.64,259.54,268.58,550.18,630.3,866.65,8.67,3.12,0.003,11.63,8.89,100
68555001,68559999,XINGUARA,PA,14,188.76,235.95,244.16,500.15,573,787.87,7.88,3.12,0.003,11.63,8.89,100
86460000,86464999,ABATIA,PR,7,46.06,57.57,73.32,87.76,106.11,126.77,1.56,1.74,0.001,0,8.89,100
83490000,83499999,ADRIANOPOLIS,PR,6,56.42,70.52,90.53,110.73,131.11,156.47,1.91,1.74,0.001,0,8.89,100
83850000,83859999,AGUDOS DO SUL,PR,6,56.42,70.52,90.53,110.73,131.11,156.47,1.91,1.74,0.001,0,8.89,100
83500001,83534999,ALMIRANTE TAMANDARE,PR,4,46.06,57.57,73.32,87.76,106.11,126.77,1.56,1.74,0.001,0,8.89,100
85280000,85299999,ALTAMIRA DO PARANA,PR,9,78.63,98.26,123.08,144.76,172.18,202.03,2.47,1.74,0.001,0,8.89,100
87528000,87529999,ALTO PARAISO,PR,9,78.63,98.26,123.08,144.76,172.18,202.03,2.47,1.74,0.001,0,8.89,100
87750000,87759999,ALTO PARANA,PR,7,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,0,8.89,100
87580000,87594999,ALTO PIQUIRI,PR,9,78.63,98.26,123.08,144.76,172.18,202.03,2.47,1.74,0.001,0,8.89,100
87550000,87554999,ALTONIA,PR,7,78.63,98.26,123.08,144.76,172.18,202.03,2.47,1.74,0.001,0,8.89,100
86150000,86159999,ALVORADA DO SUL,PR,6,56.42,70.52,90.53,110.73,131.11,156.47,1.91,1.74,0.001,0,8.89,100
87850000,87859999,AMAPORA,PR,9,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,0,8.89,100
85640000,85649999,AMPERE,PR,5,78.63,98.26,123.08,144.76,172.18,202.03,2.47,1.74,0.001,0,8.89,100
85425000,85429999,ANAHY,PR,9,78.63,98.26,123.08,144.76,172.18,202.03,2.47,1.74,0.001,0,8.89,100
86380000,86384999,ANDIRA,PR,7,46.06,57.57,73.32,87.76,106.11,126.77,1.56,1.74,0.001,0,8.89,100
86755000,86759999,ANGULO,PR,7,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,0,8.89,100
83370000,83389999,ANTONINA,PR,4,56.42,70.52,90.53,110.73,131.11,156.47,1.91,1.74,0.001,0,8.89,100
83980000,83999999,ANTONIO OLINTO,PR,9,56.42,70.52,90.53,110.73,131.11,156.47,1.91,1.74,0.001,0,8.89,100
86800001,86819999,APUCARANA,PR,4,56.42,70.52,90.53,110.73,131.11,156.47,1.91,1.74,0.001,0,8.89,100
86700001,86719999,ARAPONGAS,PR,5,56.42,70.52,90.53,110.73,131.11,156.47,1.91,1.74,0.001,0,8.89,100
84990000,84999999,ARAPOTI,PR,6,56.42,70.52,90.53,110.73,131.11,156.47,1.91,1.74,0.001,0,8.89,100
86884000,86889999,ARAPUA,PR,7,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,0,8.89,100
87260000,87264999,ARARUNA,PR,5,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,0,8.89,100
83700001,83729999,ARAUCARIA,PR,4,46.06,57.57,73.32,87.76,106.11,126.77,1.56,1.74,0.001,0,8.89,100
86880000,86883999,ARIRANHA DO IVAI,PR,7,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,0,8.89,100
86220000,86224999,ASSAI,PR,6,56.42,70.52,90.53,110.73,131.11,156.47,1.91,1.74,0.001,0,8.89,100
85935000,85939999,ASSIS CHATEAUBRIAND,PR,7,78.63,98.26,123.08,144.76,172.18,202.03,2.47,1.74,0.001,0,8.89,100
86730000,86749999,ASTORGA,PR,7,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,0,8.89,100
87630000,87639999,ATALAIA,PR,7,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,0,8.89,100
83650000,83699999,BALSA NOVA,PR,4,56.42,70.52,90.53,110.73,131.11,156.47,1.91,1.74,0.001,0,8.89,100
86360000,86369999,BANDEIRANTES,PR,7,46.06,57.57,73.32,87.76,106.11,126.77,1.56,1.74,0.001,0,8.89,100
86960000,86969999,BARBOSA FERRAZ,PR,9,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,0,8.89,100
86385000,86389999,BARRA DO JACARE,PR,9,46.06,57.57,73.32,87.76,106.11,126.77,1.56,1.74,0.001,0,8.89,100
85700000,85707999,BARRACAO,PR,7,78.63,98.26,123.08,144.76,172.18,202.03,2.47,1.74,0.001,0,8.89,100
85745000,85749999,BELA VISTA DA CAROBA,PR,9,78.63,98.26,123.08,144.76,172.18,202.03,2.47,1.74,0.001,0,8.89,100
86130000,86139999,BELA VISTA DO PARAISO,PR,6,56.42,70.52,90.53,110.73,131.11,156.47,1.91,1.74,0.001,0,8.89,100
84640000,84659999,BITURUNA,PR,9,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,0,8.89,100
87390000,87394999,BOA ESPERANCA,PR,9,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,0,8.89,100
85680000,85684999,BOA ESPERANCA DO IGUACU,PR,9,78.63,98.26,123.08,144.76,172.18,202.03,2.47,1.74,0.001,0,8.89,100
85225000,85229999,BOA VENTURA DE SAO ROQUE,PR,10,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,0,8.89,100
85780000,85789999,BOA VISTA DA APARECIDA,PR,7,78.63,98.26,123.08,144.76,172.18,202.03,2.47,1.74,0.001,0,8.89,100
83450000,83479999,BOCAIUVA DO SUL,PR,6,56.42,70.52,90.53,110.73,131.11,156.47,1.91,1.74,0.001,0,8.89,100
85708000,85709999,BOM JESUS DO SUL,PR,7,78.63,98.26,123.08,144.76,172.18,202.03,2.47,1.74,0.001,0,8.89,100
86940000,86944999,BOM SUCESSO,PR,7,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,0,8.89,100
85515000,85519999,BOM SUCESSO DO SUL,PR,7,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,0,8.89,100
86925000,86929999,BORRAZOPOLIS,PR,5,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,0,8.89,100
85430000,85439999,BRAGANEY,PR,9,78.63,98.26,123.08,144.76,172.18,202.03,2.47,1.74,0.001,0,8.89,100
87595000,87599999,BRASILANDIA DO SUL,PR,9,78.63,98.26,123.08,144.76,172.18,202.03,2.47,1.74,0.001,0,8.89,100
86640000,86649999,CAFEARA,PR,7,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,0,8.89,100
85415000,85419999,CAFELANDIA,PR,7,78.63,98.26,123.08,144.76,172.18,202.03,2.47,1.74,0.001,0,8.89,100
87565000,87569999,CAFEZAL DO SUL,PR,7,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,0,8.89,100
86820000,86824999,CALIFORNIA,PR,5,56.42,70.52,90.53,110.73,131.11,156.47,1.91,1.74,0.001,0,8.89,100
86390000,86399999,CAMBARA,PR,5,46.06,57.57,73.32,87.76,106.11,126.77,1.56,1.74,0.001,0,8.89,100
86180001,86199999,CAMBE,PR,4,56.42,70.52,90.53,110.73,131.11,156.47,1.91,1.74,0.001,0,8.89,100
86890000,86894999,CAMBIRA,PR,5,56.42,70.52,90.53,110.73,131.11,156.47,1.91,1.74,0.001,0,8.89,100
87345000,87354999,CAMPINA DA LAGOA,PR,7,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,0,8.89,100
85148000,85149999,CAMPINA DO SIMAO,PR,10,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,0,8.89,100
83430000,83449999,CAMPINA GRANDE DO SUL,PR,4,46.06,57.57,73.32,87.76,106.11,126.77,1.56,1.74,0.001,0,8.89,100
85450000,85459999,CAMPO BONITO,PR,9,78.63,98.26,123.08,144.76,172.18,202.03,2.47,1.74,0.001,0,8.89,100
83870000,83879999,CAMPO DO TENENTE,PR,8,56.42,70.52,90.53,110.73,131.11,156.47,1.91,1.74,0.001,0,8.89,100
83600001,83649999,CAMPO LARGO,PR,4,56.42,70.52,90.53,110.73,131.11,156.47,1.91,1.74,0.001,0,8.89,100
83535000,83539999,CAMPO MAGRO,PR,4,46.06,57.57,73.32,87.76,106.11,126.77,1.56,1.74,0.001,0,8.89,100
87300001,87319999,CAMPO MOURAO,PR,5,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,0,8.89,100
84470000,84499999,CANDIDO DE ABREU,PR,7,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,0,8.89,100
85140000,85144999,CANDOI,PR,10,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,0,8.89,100
85160000,85161999,CANTAGALO,PR,10,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,0,8.89,100
85760000,85769999,CAPANEMA,PR,7,78.63,98.26,123.08,144.76,172.18,202.03,2.47,1.74,0.001,0,8.89,100
85790000,85794999,CAPITAO LEONIDAS MARQUES,PR,7,78.63,98.26,123.08,144.76,172.18,202.03,2.47,1.74,0.001,0,8.89,100
84145000,84149999,CARAMBEI,PR,6,56.42,70.52,90.53,110.73,131.11,156.47,1.91,1.74,0.001,0,8.89,100
86420000,86429999,CARLOPOLIS,PR,9,46.06,57.57,73.32,87.76,106.11,126.77,1.56,1.74,0.001,0,8.89,100
85800001,85824999,CASCAVEL,PR,5,78.63,98.26,123.08,144.76,172.18,202.03,2.47,1.74,0.001,0,8.89,100
84160001,84199999,CASTRO,PR,6,56.42,70.52,90.53,110.73,131.11,156.47,1.91,1.74,0.001,0,8.89,100
85470000,85477999,CATANDUVAS,PR,7,78.63,98.26,123.08,144.76,172.18,202.03,2.47,1.74,0.001,0,8.89,100
86630000,86634999,CENTENARIO DO SUL,PR,7,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,0,8.89,100
83570000,83589999,CERRO AZUL,PR,6,56.42,70.52,90.53,110.73,131.11,156.47,1.91,1.74,0.001,0,8.89,100
85840000,85844999,CEU AZUL,PR,7,78.63,98.26,123.08,144.76,172.18,202.03,2.47,1.74,0.001,0,8.89,100
85560000,85564999,CHOPINZINHO,PR,5,78.63,98.26,123.08,144.76,172.18,202.03,2.47,1.74,0.001,0,8.89,100
87200001,87214999,CIANORTE,PR,6,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,0,8.89,100
87820000,87829999,CIDADE GAUCHA,PR,7,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,0,8.89,100
85530000,85539999,CLEVELANDIA,PR,7,78.63,98.26,123.08,144.76,172.18,202.03,2.47,1.74,0.001,0,8.89,100
83400001,83419999,COLOMBO,PR,4,46.06,57.57,73.32,87.76,106.11,126.77,1.56,1.74,0.001,0,8.89,100
86690000,86699999,COLORADO,PR,7,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,0,8.89,100
86320000,86329999,CONGONHINHAS,PR,9,56.42,70.52,90.53,110.73,131.11,156.47,1.91,1.74,0.001,0,8.89,100
86480000,86489999,CONSELHEIRO MAIRINCK,PR,9,46.06,57.57,73.32,87.76,106.11,126.77,1.56,1.74,0.001,0,8.89,100
83730000,83749999,CONTENDA,PR,4,56.42,70.52,90.53,110.73,131.11,156.47,1.91,1.74,0.001,0,8.89,100
85420000,85422999,CORBELIA,PR,7,78.63,98.26,123.08,144.76,172.18,202.03,2.47,1.74,0.001,0,8.89,100
86300000,86309999,CORNELIO PROCOPIO,PR,4,46.06,57.57,73.32,87.76,106.11,126.77,1.56,1.74,0.001,0,8.89,100
85557000,85559999,CORONEL DOMINGOS SOARES,PR,9,78.63,98.26,123.08,144.76,172.18,202.03,2.47,1.74,0.001,0,8.89,100
85550000,85554999,CORONEL VIVIDA,PR,5,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,0,8.89,100
86970000,86974999,CORUMBATAI DO SUL,PR,9,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,0,8.89,100
84620000,84629999,CRUZ MACHADO,PR,9,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,0,8.89,100
85598000,85599999,CRUZEIRO DO IGUACU,PR,9,78.63,98.26,123.08,144.76,172.18,202.03,2.47,1.74,0.001,0,8.89,100
87400000,87429999,CRUZEIRO DO OESTE,PR,7,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,0,8.89,100
87650000,87659999,CRUZEIRO DO SUL,PR,9,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,0,8.89,100
86855000,86859999,CRUZMALTINA,PR,5,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,0,8.89,100
80000001,82999999,CURITIBA,PR,4,46.06,57.57,73.32,87.76,106.11,126.77,1.56,1.74,0.001,0,8.89,100
84280000,84284999,CURIUVA,PR,6,56.42,70.52,90.53,110.73,131.11,156.47,1.91,1.74,0.001,0,8.89,100
87990000,87999999,DIAMANTE DO NORTE,PR,9,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,0,8.89,100
85408000,85409999,DIAMANTE DO SUL,PR,9,78.63,98.26,123.08,144.76,172.18,202.03,2.47,1.74,0.001,0,8.89,100
85896000,85897999,DIAMANTE D'OESTE,PR,9,78.63,98.26,123.08,144.76,172.18,202.03,2.47,1.74,0.001,0,8.89,100
85660000,85669999,DOIS VIZINHOS,PR,5,78.63,98.26,123.08,144.76,172.18,202.03,2.47,1.74,0.001,0,8.89,100
87485000,87489999,DOURADINA,PR,7,78.63,98.26,123.08,144.76,172.18,202.03,2.47,1.74,0.001,0,8.89,100
87155000,87159999,DOUTOR CAMARGO,PR,7,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,0,8.89,100
83590000,83599999,DOUTOR ULYSSES,PR,6,56.42,70.52,90.53,110.73,131.11,156.47,1.91,1.74,0.001,0,8.89,100
85630000,85634999,ENEAS MARQUES,PR,7,78.63,98.26,123.08,144.76,172.18,202.03,2.47,1.74,0.001,0,8.89,100
87270000,87279999,ENGENHEIRO BELTRAO,PR,7,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,0,8.89,100
85988000,85989999,ENTRE RIOS DO OESTE,PR,8,56.42,70.52,90.53,110.73,131.11,156.47,1.91,1.74,0.001,0,8.89,100
87545000,87549999,ESPERANCA NOVA,PR,7,78.63,98.26,123.08,144.76,172.18,202.03,2.47,1.74,0.001,0,8.89,100
85465000,85469999,ESPIGAO ALTO DO IGUACU,PR,7,78.63,98.26,123.08,144.76,172.18,202.03,2.47,1.74,0.001,0,8.89,100
87325000,87329999,FAROL,PR,7,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,0,8.89,100
86840000,86844999,FAXINAL,PR,5,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,0,8.89,100
83820001,83839999,FAZENDA RIO GRANDE,PR,4,56.42,70.52,90.53,110.73,131.11,156.47,1.91,1.74,0.001,0,8.89,100
86950000,86959999,FENIX,PR,9,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,0,8.89,100
84535000,84549999,FERNANDES PINHEIRO,PR,8,56.42,70.52,90.53,110.73,131.11,156.47,1.91,1.74,0.001,0,8.89,100
84285000,84289999,FIGUEIRA,PR,6,56.42,70.52,90.53,110.73,131.11,156.47,1.91,1.74,0.001,0,8.89,100
85618000,85619999,FLOR DA SERRA DO SUL,PR,7,78.63,98.26,123.08,144.76,172.18,202.03,2.47,1.74,0.001,0,8.89,100
87185000,87189999,FLORAI,PR,7,69,86.27,105.98,128.98,152.3,180.12,2.2,1.74,0.001,0,8.89,100
87120000,87129999,FLORESTA,PR,7,56.42,70.52,90.53,110.73,131.11,156.47,1.91,1.74,0.001,0,8.89,100
86165000,86169999,FLORESTOPOLIS,PR,6,56.42,70.52,90.53,110.73,131.11,156.47,1.91,1.74,0.001,0,8.89,100
